address,town_name,province_name,source_id,type_of_water_source,results
"6 Miriam Makeba Way",Harare,Akatsi,AkHa00275224,tap_in_home,NULL
"19 Miriam Makeba Way",Harare,Akatsi,AkHa00276224,tap_in_home_broken,NULL
"33 Miriam Makeba Way",Harare,Akatsi,AkHa00277224,tap_in_home_broken,NULL
"23 Miriam Makeba Way",Harare,Akatsi,AkHa00278224,tap_in_home_broken,NULL
"13 Miriam Makeba Way",Harare,Akatsi,AkHa00279224,tap_in_home_broken,NULL
"108 Oliver Tambo Street",Harare,Akatsi,AkHa00280224,shared_tap,NULL
"51 Oliver Tambo Street",Harare,Akatsi,AkHa00281224,tap_in_home,NULL
"15 Oliver Tambo Street",Harare,Akatsi,AkHa00282224,well,"Contaminated: Biological"
"194 Oliver Tambo Street",Harare,Akatsi,AkHa00283224,tap_in_home_broken,NULL
"66 Oliver Tambo Street",Harare,Akatsi,AkHa00284224,well,"Contaminated: Biological"
"122 Oliver Tambo Street",Harare,Akatsi,AkHa00285224,well,Clean
"166 Oliver Tambo Street",Harare,Akatsi,AkHa00286224,well,Clean
"151 Oliver Tambo Street",Harare,Akatsi,AkHa00287224,tap_in_home_broken,NULL
"26 Oliver Tambo Street",Harare,Akatsi,AkHa00288224,well,Clean
"43 Oliver Tambo Street",Harare,Akatsi,AkHa00289224,well,"Contaminated: Biological"
"198 Oliver Tambo Street",Harare,Akatsi,AkHa00290224,tap_in_home,NULL
"123 Oliver Tambo Street",Harare,Akatsi,AkHa00291224,shared_tap,NULL
"174 Oliver Tambo Street",Harare,Akatsi,AkHa00292224,tap_in_home_broken,NULL
"61 Oliver Tambo Street",Harare,Akatsi,AkHa00293224,well,Clean
"12 Oliver Tambo Street",Harare,Akatsi,AkHa00294224,well,Clean
"58 Oliver Tambo Street",Harare,Akatsi,AkHa00295224,well,Clean
"21 Oliver Tambo Street",Harare,Akatsi,AkHa00296224,well,Clean
"76 Oliver Tambo Street",Harare,Akatsi,AkHa00297224,tap_in_home,NULL
"16 Oliver Tambo Street",Harare,Akatsi,AkHa00298224,well,Clean
"44 Oliver Tambo Street",Harare,Akatsi,AkHa00299224,well,Clean
"86 Oliver Tambo Street",Harare,Akatsi,AkHa00300224,tap_in_home_broken,NULL
"146 Oliver Tambo Street",Harare,Akatsi,AkHa00301224,tap_in_home_broken,NULL
"63 Oliver Tambo Street",Harare,Akatsi,AkHa00302224,well,Clean
"8 Oliver Tambo Street",Harare,Akatsi,AkHa00303224,well,Clean
"104 Oliver Tambo Street",Harare,Akatsi,AkHa00304224,well,Clean
"114 Oliver Tambo Street",Harare,Akatsi,AkHa00305224,well,Clean
"188 Oliver Tambo Street",Harare,Akatsi,AkHa00306224,tap_in_home_broken,NULL
"127 Oliver Tambo Street",Harare,Akatsi,AkHa00307224,well,"Contaminated: Biological"
"170 Oliver Tambo Street",Harare,Akatsi,AkHa00308224,tap_in_home_broken,NULL
"92 Oliver Tambo Street",Harare,Akatsi,AkHa00309224,well,"Contaminated: Biological"
"68 Oliver Tambo Street",Harare,Akatsi,AkHa00310224,tap_in_home,NULL
"57 Oliver Tambo Street",Harare,Akatsi,AkHa00311224,tap_in_home_broken,NULL
"102 Oliver Tambo Street",Harare,Akatsi,AkHa00312224,well,Clean
"141 Oliver Tambo Street",Harare,Akatsi,AkHa00313224,well,Clean
"109 Oliver Tambo Street",Harare,Akatsi,AkHa00314224,tap_in_home_broken,NULL
"187 Oliver Tambo Street",Harare,Akatsi,AkHa00315224,tap_in_home_broken,NULL
"176 Oliver Tambo Street",Harare,Akatsi,AkHa00316224,well,"Contaminated: Chemical"
"115 Oliver Tambo Street",Harare,Akatsi,AkHa00317224,tap_in_home,NULL
"78 Oliver Tambo Street",Harare,Akatsi,AkHa00318224,well,Clean
"180 Oliver Tambo Street",Harare,Akatsi,AkHa00319224,well,"Contaminated: Biological"
"60 Oliver Tambo Street",Harare,Akatsi,AkHa00320224,shared_tap,NULL
"53 Oliver Tambo Street",Harare,Akatsi,AkHa00321224,well,Clean
"134 Oliver Tambo Street",Harare,Akatsi,AkHa00322224,well,Clean
"128 Oliver Tambo Street",Harare,Akatsi,AkHa00323224,well,"Contaminated: Biological"
"149 Oliver Tambo Street",Harare,Akatsi,AkHa00324224,tap_in_home,NULL
"83 Oliver Tambo Street",Harare,Akatsi,AkHa00325224,well,"Contaminated: Biological"
"40 Oliver Tambo Street",Harare,Akatsi,AkHa00326224,well,Clean
"150 Oliver Tambo Street",Harare,Akatsi,AkHa00327224,tap_in_home,NULL
"5 Oliver Tambo Street",Harare,Akatsi,AkHa00328224,well,Clean
"124 Oliver Tambo Street",Harare,Akatsi,AkHa00329224,well,Clean
"64 Oliver Tambo Street",Harare,Akatsi,AkHa00330224,well,"Contaminated: Biological"
"17 Oliver Tambo Street",Harare,Akatsi,AkHa00331224,well,Clean
"31 Oliver Tambo Street",Harare,Akatsi,AkHa00332224,well,"Contaminated: Biological"
"29 Oliver Tambo Street",Harare,Akatsi,AkHa00333224,well,Clean
"55 Oliver Tambo Street",Harare,Akatsi,AkHa00334224,tap_in_home,NULL
"11 Oliver Tambo Street",Harare,Akatsi,AkHa00335224,well,"Contaminated: Chemical"
"137 Oliver Tambo Street",Harare,Akatsi,AkHa00336224,well,Clean
"138 Oliver Tambo Street",Harare,Akatsi,AkHa00337224,well,Clean
"42 Oliver Tambo Street",Harare,Akatsi,AkHa00338224,well,Clean
"178 Oliver Tambo Street",Harare,Akatsi,AkHa00339224,tap_in_home_broken,NULL
"200 Oliver Tambo Street",Harare,Akatsi,AkHa00340224,well,"Contaminated: Chemical"
"153 Oliver Tambo Street",Harare,Akatsi,AkHa00341224,tap_in_home,NULL
"191 Oliver Tambo Street",Harare,Akatsi,AkHa00342224,tap_in_home,NULL
"14 Oliver Tambo Street",Harare,Akatsi,AkHa00343224,well,Clean
"87 Oliver Tambo Street",Harare,Akatsi,AkHa00344224,tap_in_home,NULL
"133 Oliver Tambo Street",Harare,Akatsi,AkHa00345224,tap_in_home_broken,NULL
"99 Oliver Tambo Street",Harare,Akatsi,AkHa00346224,well,"Contaminated: Biological"
"7 Oliver Tambo Street",Harare,Akatsi,AkHa00347224,well,"Contaminated: Chemical"
"163 Oliver Tambo Street",Harare,Akatsi,AkHa00348224,river,NULL
"111 Oliver Tambo Street",Harare,Akatsi,AkHa00349224,well,Clean
"121 Oliver Tambo Street",Harare,Akatsi,AkHa00350224,tap_in_home_broken,NULL
"94 Oliver Tambo Street",Harare,Akatsi,AkHa00351224,tap_in_home_broken,NULL
"179 Oliver Tambo Street",Harare,Akatsi,AkHa00352224,tap_in_home_broken,NULL
"36 Oliver Tambo Street",Harare,Akatsi,AkHa00353224,well,"Contaminated: Biological"
"50 Oliver Tambo Street",Harare,Akatsi,AkHa00354224,well,Clean
"46 Oliver Tambo Street",Harare,Akatsi,AkHa00355224,well,"Contaminated: Biological"
"37 Oliver Tambo Street",Harare,Akatsi,AkHa00356224,tap_in_home_broken,NULL
"20 Oliver Tambo Street",Harare,Akatsi,AkHa00357224,tap_in_home,NULL
"71 Oliver Tambo Street",Harare,Akatsi,AkHa00358224,well,Clean
"24 Oliver Tambo Street",Harare,Akatsi,AkHa00359224,tap_in_home,NULL
"103 Oliver Tambo Street",Harare,Akatsi,AkHa00360224,tap_in_home,NULL
"82 Oliver Tambo Street",Harare,Akatsi,AkHa00361224,well,Clean
"95 Oliver Tambo Street",Harare,Akatsi,AkHa00362224,tap_in_home,NULL
"167 Oliver Tambo Street",Harare,Akatsi,AkHa00363224,river,NULL
"74 Oliver Tambo Street",Harare,Akatsi,AkHa00364224,tap_in_home_broken,NULL
"197 Oliver Tambo Street",Harare,Akatsi,AkHa00365224,tap_in_home,NULL
"107 Oliver Tambo Street",Harare,Akatsi,AkHa00366224,tap_in_home_broken,NULL
"88 Oliver Tambo Street",Harare,Akatsi,AkHa00367224,well,Clean
"65 Oliver Tambo Street",Harare,Akatsi,AkHa00368224,tap_in_home_broken,NULL
"196 Oliver Tambo Street",Harare,Akatsi,AkHa00369224,well,"Contaminated: Chemical"
"136 Oliver Tambo Street",Harare,Akatsi,AkHa00370224,tap_in_home_broken,NULL
"75 Oliver Tambo Street",Harare,Akatsi,AkHa00371224,well,"Contaminated: Chemical"
"193 Oliver Tambo Street",Harare,Akatsi,AkHa00372224,well,"Contaminated: Chemical"
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL
"38 Oliver Tambo Street",Harare,Akatsi,AkHa00374224,well,"Contaminated: Chemical"
"185 Oliver Tambo Street",Harare,Akatsi,AkHa00375224,well,"Contaminated: Biological"
"183 Oliver Tambo Street",Harare,Akatsi,AkHa00376224,well,"Contaminated: Biological"
"110 Oliver Tambo Street",Harare,Akatsi,AkHa00377224,tap_in_home_broken,NULL
"169 Oliver Tambo Street",Harare,Akatsi,AkHa00378224,tap_in_home_broken,NULL
"62 Oliver Tambo Street",Harare,Akatsi,AkHa00379224,tap_in_home,NULL
"34 Oliver Tambo Street",Harare,Akatsi,AkHa00380224,well,Clean
"158 Oliver Tambo Street",Harare,Akatsi,AkHa00381224,tap_in_home_broken,NULL
"164 Oliver Tambo Street",Harare,Akatsi,AkHa00382224,well,"Contaminated: Chemical"
"126 Oliver Tambo Street",Harare,Akatsi,AkHa00383224,well,"Contaminated: Biological"
"48 Oliver Tambo Street",Harare,Akatsi,AkHa00384224,well,"Contaminated: Biological"
"119 Oliver Tambo Street",Harare,Akatsi,AkHa00385224,tap_in_home,NULL
"120 Oliver Tambo Street",Harare,Akatsi,AkHa00386224,tap_in_home_broken,NULL
"129 Oliver Tambo Street",Harare,Akatsi,AkHa00387224,well,Clean
"140 Oliver Tambo Street",Harare,Akatsi,AkHa00388224,tap_in_home,NULL
"117 Oliver Tambo Street",Harare,Akatsi,AkHa00389224,well,Clean
"148 Oliver Tambo Street",Harare,Akatsi,AkHa00390224,tap_in_home_broken,NULL
"168 Oliver Tambo Street",Harare,Akatsi,AkHa00391224,well,"Contaminated: Chemical"
"91 Oliver Tambo Street",Harare,Akatsi,AkHa00392224,tap_in_home,NULL
"2 Oliver Tambo Street",Harare,Akatsi,AkHa00393224,tap_in_home,NULL
"72 Oliver Tambo Street",Harare,Akatsi,AkHa00394224,shared_tap,NULL
"132 Oliver Tambo Street",Harare,Akatsi,AkHa00395224,tap_in_home_broken,NULL
"165 Oliver Tambo Street",Harare,Akatsi,AkHa00396224,well,Clean
"192 Oliver Tambo Street",Harare,Akatsi,AkHa00397224,tap_in_home,NULL
"125 Oliver Tambo Street",Harare,Akatsi,AkHa00398224,tap_in_home,NULL
"6 Oliver Tambo Street",Harare,Akatsi,AkHa00399224,tap_in_home_broken,NULL
"155 Oliver Tambo Street",Harare,Akatsi,AkHa00400224,tap_in_home,NULL
"184 Oliver Tambo Street",Harare,Akatsi,AkHa00401224,well,"Contaminated: Biological"
"19 Oliver Tambo Street",Harare,Akatsi,AkHa00402224,tap_in_home_broken,NULL
"116 Oliver Tambo Street",Harare,Akatsi,AkHa00403224,well,"Contaminated: Biological"
"105 Oliver Tambo Street",Harare,Akatsi,AkHa00404224,tap_in_home_broken,NULL
"1 Oliver Tambo Street",Harare,Akatsi,AkHa00405224,well,Clean
"145 Oliver Tambo Street",Harare,Akatsi,AkHa00406224,well,Clean
"89 Oliver Tambo Street",Harare,Akatsi,AkHa00407224,well,"Contaminated: Chemical"
"3 Oliver Tambo Street",Harare,Akatsi,AkHa00408224,well,Clean
"161 Oliver Tambo Street",Harare,Akatsi,AkHa00409224,well,"Contaminated: Biological"
"177 Oliver Tambo Street",Harare,Akatsi,AkHa00410224,well,"Contaminated: Chemical"
"175 Oliver Tambo Street",Harare,Akatsi,AkHa00411224,well,"Contaminated: Chemical"
"28 Oliver Tambo Street",Harare,Akatsi,AkHa00412224,tap_in_home_broken,NULL
"112 Oliver Tambo Street",Harare,Akatsi,AkHa00413224,tap_in_home,NULL
"144 Oliver Tambo Street",Harare,Akatsi,AkHa00414224,well,Clean
"96 Oliver Tambo Street",Harare,Akatsi,AkHa00415224,tap_in_home,NULL
"159 Oliver Tambo Street",Harare,Akatsi,AkHa00416224,well,"Contaminated: Biological"
"106 Oliver Tambo Street",Harare,Akatsi,AkHa00417224,well,Clean
"157 Oliver Tambo Street",Harare,Akatsi,AkHa00418224,well,"Contaminated: Biological"
"90 Oliver Tambo Street",Harare,Akatsi,AkHa00419224,tap_in_home,NULL
"139 Oliver Tambo Street",Harare,Akatsi,AkHa00420224,well,"Contaminated: Chemical"
"113 Oliver Tambo Street",Harare,Akatsi,AkHa00421224,well,Clean
"56 Oliver Tambo Street",Harare,Akatsi,AkHa00422224,well,"Contaminated: Biological"
"4 Oliver Tambo Street",Harare,Akatsi,AkHa00423224,tap_in_home_broken,NULL
"73 Oliver Tambo Street",Harare,Akatsi,AkHa00424224,well,Clean
"77 Oliver Tambo Street",Harare,Akatsi,AkHa00425224,tap_in_home,NULL
"189 Oliver Tambo Street",Harare,Akatsi,AkHa00426224,tap_in_home,NULL
"195 Oliver Tambo Street",Harare,Akatsi,AkHa00427224,well,"Contaminated: Biological"
"154 Oliver Tambo Street",Harare,Akatsi,AkHa00428224,shared_tap,NULL
"54 Oliver Tambo Street",Harare,Akatsi,AkHa00429224,tap_in_home,NULL
"143 Oliver Tambo Street",Harare,Akatsi,AkHa00430224,tap_in_home,NULL
"130 Oliver Tambo Street",Harare,Akatsi,AkHa00431224,tap_in_home_broken,NULL
"23 Oliver Tambo Street",Harare,Akatsi,AkHa00432224,tap_in_home,NULL
"171 Oliver Tambo Street",Harare,Akatsi,AkHa00433224,tap_in_home_broken,NULL
"98 Oliver Tambo Street",Harare,Akatsi,AkHa00434224,tap_in_home_broken,NULL
"199 Oliver Tambo Street",Harare,Akatsi,AkHa00435224,well,Clean
"142 Oliver Tambo Street",Harare,Akatsi,AkHa00436224,tap_in_home,NULL
"182 Oliver Tambo Street",Harare,Akatsi,AkHa00437224,tap_in_home,NULL
"100 Oliver Tambo Street",Harare,Akatsi,AkHa00438224,tap_in_home_broken,NULL
"135 Oliver Tambo Street",Harare,Akatsi,AkHa00439224,tap_in_home_broken,NULL
"80 Oliver Tambo Street",Harare,Akatsi,AkHa00440224,tap_in_home_broken,NULL
"181 Oliver Tambo Street",Harare,Akatsi,AkHa00441224,well,Clean
"101 Oliver Tambo Street",Harare,Akatsi,AkHa00442224,well,"Contaminated: Chemical"
"47 Oliver Tambo Street",Harare,Akatsi,AkHa00443224,tap_in_home,NULL
"9 Oliver Tambo Street",Harare,Akatsi,AkHa00444224,well,Clean
"147 Oliver Tambo Street",Harare,Akatsi,AkHa00445224,well,Clean
"10 Oliver Tambo Street",Harare,Akatsi,AkHa00446224,tap_in_home,NULL
"173 Oliver Tambo Street",Harare,Akatsi,AkHa00447224,well,Clean
"84 Oliver Tambo Street",Harare,Akatsi,AkHa00448224,tap_in_home_broken,NULL
"97 Oliver Tambo Street",Harare,Akatsi,AkHa00449224,tap_in_home_broken,NULL
"45 Oliver Tambo Street",Harare,Akatsi,AkHa00450224,tap_in_home,NULL
"25 Oliver Tambo Street",Harare,Akatsi,AkHa00451224,well,"Contaminated: Chemical"
"162 Oliver Tambo Street",Harare,Akatsi,AkHa00452224,well,Clean
"152 Oliver Tambo Street",Harare,Akatsi,AkHa00453224,well,Clean
"32 Oliver Tambo Street",Harare,Akatsi,AkHa00454224,tap_in_home_broken,NULL
"69 Oliver Tambo Street",Harare,Akatsi,AkHa00455224,well,"Contaminated: Biological"
"35 Oliver Tambo Street",Harare,Akatsi,AkHa00456224,well,"Contaminated: Biological"
"190 Oliver Tambo Street",Harare,Akatsi,AkHa00457224,well,"Contaminated: Chemical"
"49 Oliver Tambo Street",Harare,Akatsi,AkHa00458224,well,Clean
"39 Oliver Tambo Street",Harare,Akatsi,AkHa00459224,well,"Contaminated: Biological"
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"67 Oliver Tambo Street",Harare,Akatsi,AkHa00460224,shared_tap,NULL
"18 Oliver Tambo Street",Harare,Akatsi,AkHa00461224,well,"Contaminated: Chemical"
"79 Oliver Tambo Street",Harare,Akatsi,AkHa00462224,tap_in_home,NULL
"118 Oliver Tambo Street",Harare,Akatsi,AkHa00463224,well,Clean
"85 Oliver Tambo Street",Harare,Akatsi,AkHa00464224,tap_in_home,NULL
"160 Oliver Tambo Street",Harare,Akatsi,AkHa00465224,well,"Contaminated: Chemical"
"81 Oliver Tambo Street",Harare,Akatsi,AkHa00466224,tap_in_home,NULL
"93 Oliver Tambo Street",Harare,Akatsi,AkHa00467224,well,"Contaminated: Biological"
"33 Oliver Tambo Street",Harare,Akatsi,AkHa00468224,well,Clean
"30 Oliver Tambo Street",Harare,Akatsi,AkHa00469224,well,Clean
"131 Oliver Tambo Street",Harare,Akatsi,AkHa00470224,well,Clean
"27 Oliver Tambo Street",Harare,Akatsi,AkHa00471224,tap_in_home_broken,NULL
"156 Oliver Tambo Street",Harare,Akatsi,AkHa00472224,tap_in_home,NULL
"22 Oliver Tambo Street",Harare,Akatsi,AkHa00473224,well,Clean
"172 Oliver Tambo Street",Harare,Akatsi,AkHa00474224,tap_in_home_broken,NULL
"70 Oliver Tambo Street",Harare,Akatsi,AkHa00475224,tap_in_home,NULL
"41 Oliver Tambo Street",Harare,Akatsi,AkHa00476224,well,"Contaminated: Chemical"
"13 Oliver Tambo Street",Harare,Akatsi,AkHa00477224,well,"Contaminated: Biological"
"186 Oliver Tambo Street",Harare,Akatsi,AkHa00478224,well,"Contaminated: Biological"
"59 Oliver Tambo Street",Harare,Akatsi,AkHa00479224,tap_in_home_broken,NULL
"39 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00480224,tap_in_home,NULL
"14 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00481224,tap_in_home,NULL
"29 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00482224,tap_in_home_broken,NULL
"12 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00483224,well,"Contaminated: Biological"
"41 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00484224,well,"Contaminated: Biological"
"5 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00485224,tap_in_home_broken,NULL
"45 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00486224,well,Clean
"20 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00487224,well,Clean
"8 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00488224,tap_in_home_broken,NULL
"38 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00489224,well,Clean
"34 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00490224,tap_in_home,NULL
"46 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00491224,well,"Contaminated: Biological"
"42 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00492224,tap_in_home,NULL
"17 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00493224,tap_in_home,NULL
"11 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00494224,tap_in_home,NULL
"6 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00495224,well,Clean
"1 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00496224,well,"Contaminated: Biological"
"26 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00497224,tap_in_home_broken,NULL
"15 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00498224,tap_in_home,NULL
"49 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00499224,tap_in_home,NULL
"35 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00500224,tap_in_home_broken,NULL
"47 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00501224,well,"Contaminated: Biological"
"30 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00502224,river,NULL
"21 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00503224,well,Clean
"37 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00504224,tap_in_home,NULL
"40 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00505224,well,Clean
"18 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00506224,well,Clean
"23 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00507224,tap_in_home_broken,NULL
"32 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00508224,tap_in_home_broken,NULL
"9 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00509224,well,Clean
"13 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00510224,well,"Contaminated: Chemical"
"50 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00511224,well,"Contaminated: Biological"
"22 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00512224,tap_in_home,NULL
"44 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00513224,well,"Contaminated: Biological"
"31 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00514224,well,Clean
"7 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00515224,tap_in_home_broken,NULL
"43 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00516224,well,"Contaminated: Biological"
"33 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00517224,well,"Contaminated: Chemical"
"36 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00518224,tap_in_home_broken,NULL
"48 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00519224,tap_in_home,NULL
"3 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00520224,well,"Contaminated: Biological"
"25 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00521224,well,"Contaminated: Biological"
"10 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00522224,well,Clean
"19 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00523224,tap_in_home,NULL
"16 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00524224,tap_in_home,NULL
"27 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00525224,well,"Contaminated: Chemical"
"2 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00526224,tap_in_home_broken,NULL
"24 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00527224,river,NULL
"28 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00528224,well,"Contaminated: Chemical"
"4 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00529224,tap_in_home_broken,NULL
"80 Yvonne Chaka Street",Harare,Akatsi,AkHa00530224,well,Clean
"57 Yvonne Chaka Street",Harare,Akatsi,AkHa00531224,well,Clean
"12 Yvonne Chaka Street",Harare,Akatsi,AkHa00532224,tap_in_home_broken,NULL
"56 Yvonne Chaka Street",Harare,Akatsi,AkHa00533224,well,Clean
"42 Yvonne Chaka Street",Harare,Akatsi,AkHa00534224,well,Clean
"150 Yvonne Chaka Street",Harare,Akatsi,AkHa00535224,tap_in_home,NULL
"105 Yvonne Chaka Street",Harare,Akatsi,AkHa00536224,well,"Contaminated: Chemical"
"24 Yvonne Chaka Street",Harare,Akatsi,AkHa00537224,tap_in_home_broken,NULL
"67 Yvonne Chaka Street",Harare,Akatsi,AkHa00538224,tap_in_home,NULL
"161 Yvonne Chaka Street",Harare,Akatsi,AkHa00539224,tap_in_home,NULL
"114 Yvonne Chaka Street",Harare,Akatsi,AkHa00540224,well,"Contaminated: Chemical"
"83 Yvonne Chaka Street",Harare,Akatsi,AkHa00541224,tap_in_home,NULL
"138 Yvonne Chaka Street",Harare,Akatsi,AkHa00542224,well,Clean
"96 Yvonne Chaka Street",Harare,Akatsi,AkHa00543224,tap_in_home_broken,NULL
"92 Yvonne Chaka Street",Harare,Akatsi,AkHa00544224,well,"Contaminated: Chemical"
"131 Yvonne Chaka Street",Harare,Akatsi,AkHa00545224,tap_in_home_broken,NULL
"25 Yvonne Chaka Street",Harare,Akatsi,AkHa00546224,river,NULL
"19 Yvonne Chaka Street",Harare,Akatsi,AkHa00547224,well,Clean
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"162 Yvonne Chaka Street",Harare,Akatsi,AkHa00548224,shared_tap,NULL
"18 Yvonne Chaka Street",Harare,Akatsi,AkHa00549224,well,Clean
"152 Yvonne Chaka Street",Harare,Akatsi,AkHa00550224,tap_in_home_broken,NULL
"86 Yvonne Chaka Street",Harare,Akatsi,AkHa00551224,well,Clean
"103 Yvonne Chaka Street",Harare,Akatsi,AkHa00552224,tap_in_home,NULL
"163 Yvonne Chaka Street",Harare,Akatsi,AkHa00553224,well,Clean
"52 Yvonne Chaka Street",Harare,Akatsi,AkHa00554224,well,"Contaminated: Chemical"
"181 Yvonne Chaka Street",Harare,Akatsi,AkHa00555224,well,"Contaminated: Chemical"
"59 Yvonne Chaka Street",Harare,Akatsi,AkHa00556224,well,Clean
"79 Yvonne Chaka Street",Harare,Akatsi,AkHa00557224,well,"Contaminated: Biological"
"69 Yvonne Chaka Street",Harare,Akatsi,AkHa00558224,well,"Contaminated: Chemical"
"133 Yvonne Chaka Street",Harare,Akatsi,AkHa00559224,tap_in_home,NULL
"22 Yvonne Chaka Street",Harare,Akatsi,AkHa00560224,tap_in_home,NULL
"186 Yvonne Chaka Street",Harare,Akatsi,AkHa00561224,tap_in_home_broken,NULL
"51 Yvonne Chaka Street",Harare,Akatsi,AkHa00562224,well,"Contaminated: Biological"
"177 Yvonne Chaka Street",Harare,Akatsi,AkHa00563224,well,"Contaminated: Biological"
