Project_id,source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
226,SoRu39059224,"22 Youssou N'Dour Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
227,AmRu14320224,"20 Julius Nyerere Drive",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
228,HaYa21472224,"115 Okapi Road",Yaounde,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
229,SoRu39061224,"146 Youssou N'Dour Road",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
230,HaRu18653224,"67 Amin Road",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
231,AmRu14184224,"88 Zinjathropus Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
232,KiRu26552224,"14 Praia Avenue",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
233,HaRu18008224,"13 Lubumbashi Lane",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
234,SoRu37764224,"89 Kuku Kenyatta Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
235,AmRu15874224,"119 African Queen Road",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
236,HaRu18534224,"179 Kano Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
237,KiRu30250224,"28 Afro Blue Drive",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
238,KiHa23140224,"150 Port Said Street",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
239,AkRu05653224,"5 Ramaphosa Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
240,SoRu35083224,"9 Lusaka Circle",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
241,HaRu17929224,"1 Lubumbashi Lane",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
242,KiIs24201224,"98 Kiboko Senghor Road",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
243,AmRu15092224,"4 Mto Maridadi Avenue",Rural,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
244,SoIl32316224,"6 Rift Valley Rise",Ilanga,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
245,AmRu14855224,"19 Achebe Kifaru Drive",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
246,HaRu20229224,"48 Malaika Drive",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
247,HaRu18786224,"44 Khama Avenue",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
248,AmAm09412224,"46 Accra Avenue",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
249,AkRu04809224,"21 Giza Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
250,KiAm22595224,"150 Bahari Ya Upendo Road",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
251,AmRu14140224,"162 Zinjathropus Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
252,HaRu20399224,"97 Johnny Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
253,KiZu31396224,"61 Mto Wa Maji Avenue",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
254,SoRu35787224,"2 Mombasa Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
255,KiRu27475224,"114 Kaduna Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
256,AkRu07600224,"109 Mto Wa Furaha Road",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
257,HaRu20112224,"125 Milima Kali Street",Rural,Hawassa,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
258,SoIl32922224,"11 Cape Verde Street",Ilanga,Sokoto,river,"Drill well",Backlog,NULL,NULL
259,HaRu18624224,"164 Kano Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
260,AkKi01248224,"9 Ziwa Nyeusi Street",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
261,SoRu38390224,"32 Mlima Wa Uzuri Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
262,AkRu03161224,"21 Kigali Place",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
263,SoIl32438224,"156 Sfax Street",Ilanga,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
264,SoRu35626224,"34 Monrovia Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
265,KiIs24134224,"77 Kiboko Senghor Road",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
266,AmRu13613224,"72 Casablanca Street",Rural,Amanzi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
267,KiRu27273224,"18 Bloemfontein Boulevard",Rural,Kilimani,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
268,SoIl32313224,"17 Rift Valley Rise",Ilanga,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
269,KiMr24409224,"183 Okocha Street",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
270,HaRu18126224,"42 Djibouti Drive",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
271,AmRu15190224,"119 Mawimbi Maji Street",Rural,Amanzi,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
272,AkLu02603224,"109 Papa Wemba Road",Lusaka,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
273,SoCh31986224,"139 Bamako Road",Cheche,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
274,AkRu04050224,"18 Victoria Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
275,KiRu30227224,"24 Burna Boy Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
276,AkKi01415224,"113 Zambezi Street",Kintampo,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
277,AkRu06897224,"157 Fisi Nkrumah Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
278,HaRu17495224,"36 Rhodes Street",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
279,KiZu31355224,"15 Kagame Court",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
280,SoRu38823224,"63 Cape Town Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
281,AmDa11951224,"103 Nyoka Achebe Street",Dahabu,Amanzi,river,"Drill well",Backlog,NULL,NULL
282,KiMr24370224,"26 Pretoria Avenue",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
283,SoRu35656224,"89 Monrovia Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
284,KiRu30623224,"184 Sahara Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
285,SoRu37918224,"43 Paka Dangote Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
286,HaAm16100224,"116 Kifaru Lumumba Road",Amina,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
287,AmDa11899224,"162 Nyoka Achebe Street",Dahabu,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
288,AkKi01240224,"114 Ziwa Nyeusi Street",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
289,KiZu31345224,"25 Kagame Court",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
290,AkLu02519224,"73 Papa Wemba Road",Lusaka,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
291,KiMr24477224,"47 Okocha Street",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
292,AkRu08902224,"98 Ladysmith Black Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
293,AmAs10418224,"168 Eto'o Street",Asmara,Amanzi,river,"Drill well",Backlog,NULL,NULL
294,HaDe16493224,"100 Ndege Tambo Road",Deka,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
295,KiRu29505224,"93 Bahari Nyeupe Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
296,SoRu37335224,"17 Chui Wangari Drive",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
297,KiAm22466224,"1 Bahari Ya Kupendeza Drive",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
298,KiIs24216224,"118 Kiboko Senghor Road",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
299,SoRu36430224,"114 Nkrumah Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
300,AkKi00938224,"33 Tunis Street",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
301,AkHa00454224,"32 Oliver Tambo Street",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
302,HaRu19301224,"136 Kiboko Nkrumah Lane",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
303,SoRu39282224,"5 Shakira Drive",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
304,KiAm21974224,"39 Lome Street",Amara,Kilimani,river,"Drill well",Backlog,NULL,NULL
305,SoRu37067224,"142 Nelson Mandela Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
306,AmPw12418224,"11 Jengo Street",Pwani,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
307,SoRu34765224,"116 Simba Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
308,KiRu28623224,"48 Bahari Nzuri Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
309,KiAm22458224,"26 Bahari Ya Kupendeza Drive",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
310,AkRu06525224,"38 Popo Kamuzu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
311,HaRu19140224,"36 Miriam Makeba Drive",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
312,AmRu15014224,"27 Mbuni Soyinka Avenue",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
313,KiRu28829224,"70 Ziwa La Kioo Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
314,KiRu29287224,"132 Bahari Ya Faraja Road",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
315,KiRu25422224,"47 Mwanza Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
316,KiZu31045224,"138 Yaounde Street",Zuri,Kilimani,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
317,KiRu30503224,"48 Sahara Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
318,HaDj16966224,"13 Amina Mohammed Drive",Djenne,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
319,HaRu20589224,"157 Gbenga Adeyinka Street",Rural,Hawassa,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
320,KiRu27809224,"155 Desmond Tutu Street",Rural,Kilimani,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
321,KiRu27220224,"7 Maseru Road",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
322,SoRu35055224,"8 Lusaka Circle",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
323,HaRu19169224,"27 Miriam Makeba Drive",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
324,SoRu36575224,"55 Machel Lane",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
325,SoRu37714224,"111 Kuku Kenyatta Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
326,SoRu38371224,"68 Mlima Wa Uzuri Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
327,HaRu20522224,"145 Gbenga Adeyinka Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
328,KiMr24574224,"158 Okocha Street",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
329,SoRu38598224,"33 Mlima Wa Ufalme Avenue",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
330,SoIl32475224,"123 Sfax Street",Ilanga,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
331,SoRu39549224,"154 Angelique Street",Rural,Sokoto,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
332,SoIl32590224,"119 Pwani Mchangani Road",Ilanga,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
333,AmAb09049224,"3 Kinshasa Road",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
334,AkKi01118224,"34 Sungura Biko Avenue",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
335,KiRu27085224,"58 Ouagadougou Way",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
336,AkRu03668224,"163 Koinange Street",Rural,Akatsi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
337,HaRu17300224,"32 Tangier Terrace",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
338,SoRu34910224,"64 Ndovu Avenue",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
339,KiRu25968224,"5 Kalahari Avenue",Rural,Kilimani,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
340,SoRu35499224,"163 Monrovia Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
341,KiRu25542224,"11 Okavango Bend",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
342,HaZa21785224,"10 Kampala Road",Zanzibar,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
343,AkRu06864224,"56 Fisi Nkrumah Street",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
344,AkRu03812224,"180 Lumumba Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
345,SoRu36669224,"3 Machel Lane",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
346,KiAm21953224,"7 Zanzibar Crossing",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
347,AmPw12274224,"41 Zuri Place",Pwani,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
348,AmAs10356224,"170 Eto'o Street",Asmara,Amanzi,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
349,AkRu05433224,"140 Wole Soyinka Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
350,AkRu04210224,"98 Victoria Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
351,SoRu38259224,"154 Mto Wa Uzima Street",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
352,KiZu31088224,"19 Maputo Drive",Zuri,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
353,KiHa22878224,"27 Dar es Salaam Drive",Harare,Kilimani,river,"Drill well",Backlog,NULL,NULL
354,KiRu27844224,"52 Haile Selassie Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
355,SoRu39488224,"14 Angelique Street",Rural,Sokoto,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
356,HaRu17387224,"110 Rhodes Street",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
357,AmAm09534224,"174 Lumumba Lane",Amina,Amanzi,river,"Drill well",Backlog,NULL,NULL
358,SoRu37168224,"128 Nelson Mandela Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
359,AkRu02991224,"33 Dakar Crescent",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
360,SoRu36665224,"196 Machel Lane",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
361,AmAm09426224,"48 Accra Avenue",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
362,KiRu29094224,"110 Njia Ya Maji Road",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
363,KiHa22912224,"145 Bujumbura Street",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
364,KiRu26087224,"27 Nyerere Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
365,AmRu15568224,"169 Jerusalema Lane",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
366,HaRu18425224,"32 Harare Avenue",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
367,SoRu37096224,"146 Nelson Mandela Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
368,SoCh32157224,"66 Lusaka Road",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
369,HaRu18153224,"22 Djibouti Drive",Rural,Hawassa,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
370,AkRu05667224,"88 Ramaphosa Road",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
371,AmRu13730224,"27 Luanda Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
372,AkRu07487224,"31 Bahari Ya Kunata Avenue",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
373,KiIs23896224,"186 Farasi Makeba Street",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
374,SoRu36568224,"183 Machel Lane",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
375,AmAm09867224,"97 Afro Jazz Street",Amina,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
376,AmRu13885224,"112 Timbuktu Road",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
377,HaRu19654224,"33 Mamba Biko Drive",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
378,KiHa23423224,"108 Samora Machel Road",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
379,SoRu35543224,"12 Monrovia Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
380,KiHa23204224,"184 Port Said Street",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
381,HaAm16014224,"95 Garang Street",Amina,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
382,SoMa34385224,"33 Drogba Drive",Marang,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
383,KiHa23398224,"63 Samora Machel Road",Harare,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
384,KiMr24963224,"87 Mlima Wa Matumaini Street",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
385,HaRu19943224,"37 Jangwa Nyeupe Drive",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
386,HaRu19109224,"182 Winnie Mandela Street",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
387,AkRu07725224,"41 Ukingo Wa Mto Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
388,SoBa31775224,"60 Chura Usman Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
389,AkRu04382224,"150 Asmara Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
390,SoRu35893224,"130 Seychelles Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
391,KiRu28358224,"31 Twiga Kagame Avenue",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
392,AmRu14915224,"18 Ngiri Achebe Drive",Rural,Amanzi,river,"Drill well",Backlog,NULL,NULL
393,SoRu39060224,"61 Youssou N'Dour Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
394,AkRu06256224,"125 Tembo Mandela Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
395,AmRu15508224,"122 Jerusalema Lane",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
396,KiAm22564224,"45 Bahari Ya Upendo Road",Amara,Kilimani,river,"Drill well",Backlog,NULL,NULL
397,HaAm16134224,"98 Kifaru Lumumba Road",Amina,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
398,KiRu25677224,"119 Acacia Lane",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
399,SoRu37853224,"148 Kuku Kenyatta Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
400,AmPw12761224,"28 Tumbili Kenyatta Avenue",Pwani,Amanzi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
401,SoMa33975224,"147 Yaya Touré Lane",Majengo,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
402,AkRu07996224,"93 Maji Mema Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
403,AmRu13820224,"12 Benghazi Boulevard",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
404,AmRu15240224,"56 Mawimbi Maji Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
405,AkRu08421224,"161 African Skies Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
406,HaRu20817224,"98 Tuku Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
407,HaRu18678224,"90 Amin Road",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
408,SoRu36475224,"9 Nkrumah Road",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
409,KiZu31183224,"186 Conakry Street",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
410,AkRu04212224,"154 Victoria Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
411,HaZa21826224,"21 Jomo Kenyatta Avenue",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
412,SoRu39089224,"36 Youssou N'Dour Road",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
413,KiRu26824224,"80 N'Djamena Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
414,AmAs10068224,"45 Tembo Road",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
415,HaRu18950224,"103 Winnie Mandela Street",Rural,Hawassa,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
416,AmAm09766224,"18 Zamajobe Avenue",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
417,HaRu17317224,"26 Tahrir Square",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
418,SoKo33273224,"20 Njovu Biko Drive",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
419,KiRu25743224,"52 Acacia Lane",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
420,AmAm09738224,"19 Ziwa Mzuri Avenue",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
421,KiIs23873224,"100 Farasi Makeba Street",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
422,HaDe16497224,"69 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
423,AkRu05214224,"10 Kenyatta Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
424,KiIs23865224,"25 Farasi Makeba Street",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
425,HaDe16457224,"41 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
426,AkRu05763224,"111 Ramaphosa Road",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
427,SoMa34327224,"59 Freetown Road",Marang,Sokoto,river,"Drill well",Backlog,NULL,NULL
428,KiZu30694224,"190 Banjul Street",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
429,HaRu19069224,"133 Winnie Mandela Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
430,AmBe11078224,"132 Achebe Street",Bello,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
