type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
tap_in_home,Zuri,Kilimani,Urban,444,0,NULL
well,Kintampo,Akatsi,Urban,372,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,202,0,"Contaminated: Biological"
shared_tap,Rural,Hawassa,Rural,3796,30,NULL
tap_in_home_broken,Zuri,Kilimani,Urban,548,0,NULL
shared_tap,Amina,Amanzi,Urban,332,16,NULL
river,Rural,Sokoto,Rural,600,24,NULL
river,Dahabu,Amanzi,Urban,600,21,NULL
tap_in_home,Harare,Akatsi,Urban,794,0,NULL
well,Isiqalo,Kilimani,Urban,312,0,Clean
well,Mrembo,Kilimani,Urban,180,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,316,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,396,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,1758,24,NULL
tap_in_home,Rural,Akatsi,Rural,512,0,NULL
river,Rural,Sokoto,Rural,650,16,NULL
well,Amina,Hawassa,Urban,214,0,"Contaminated: Chemical"
well,Dahabu,Amanzi,Urban,372,0,"Contaminated: Chemical"
tap_in_home_broken,Kintampo,Akatsi,Urban,982,0,NULL
river,Zuri,Kilimani,Urban,806,16,NULL
well,Lusaka,Akatsi,Urban,166,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,372,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,358,0,"Contaminated: Biological"
river,Asmara,Amanzi,Urban,536,13,NULL
tap_in_home_broken,Deka,Hawassa,Urban,308,0,NULL
well,Rural,Kilimani,Rural,174,0,Clean
shared_tap,Pwani,Amanzi,Urban,726,18,NULL
tap_in_home,Rural,Kilimani,Rural,786,0,NULL
tap_in_home,Mrembo,Kilimani,Urban,390,0,NULL
river,Rural,Kilimani,Rural,866,8,NULL
well,Rural,Sokoto,Rural,396,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,832,0,NULL
well,Amara,Kilimani,Urban,250,0,"Contaminated: Biological"
well,Isiqalo,Kilimani,Urban,370,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,774,18,NULL
well,Rural,Kilimani,Rural,220,0,Clean
tap_in_home_broken,Kintampo,Akatsi,Urban,812,0,NULL
well,Rural,Amanzi,Rural,258,0,Clean
shared_tap,Zuri,Kilimani,Urban,1234,21,NULL
tap_in_home_broken,Harare,Akatsi,Urban,726,0,NULL
well,Rural,Hawassa,Rural,202,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,212,0,Clean
tap_in_home,Isiqalo,Kilimani,Urban,624,0,NULL
river,Rural,Sokoto,Rural,822,23,NULL
tap_in_home,Rural,Kilimani,Rural,770,0,NULL
tap_in_home,Rural,Hawassa,Rural,436,0,NULL
river,Amara,Kilimani,Urban,908,24,NULL
well,Rural,Hawassa,Rural,264,0,Clean
river,Rural,Sokoto,Rural,856,11,NULL
tap_in_home_broken,Pwani,Amanzi,Urban,712,0,NULL
tap_in_home,Amina,Amanzi,Urban,704,0,NULL
river,Rural,Sokoto,Rural,882,22,NULL
well,Rural,Kilimani,Rural,294,0,"Contaminated: Biological"
tap_in_home,Pwani,Amanzi,Urban,576,0,NULL
well,Rural,Akatsi,Rural,222,0,Clean
tap_in_home,Lusaka,Akatsi,Urban,722,0,NULL
well,Amara,Kilimani,Urban,300,0,"Contaminated: Chemical"
tap_in_home,Rural,Akatsi,Rural,816,0,NULL
well,Rural,Akatsi,Rural,230,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,348,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,260,0,"Contaminated: Chemical"
tap_in_home,Zanzibar,Hawassa,Urban,736,0,NULL
shared_tap,Rural,Akatsi,Rural,1534,22,NULL
well,Asmara,Amanzi,Urban,250,0,Clean
well,Rural,Kilimani,Rural,312,0,Clean
well,Rural,Amanzi,Rural,218,0,Clean
river,Rural,Kilimani,Rural,464,26,NULL
tap_in_home_broken,Rural,Kilimani,Rural,404,0,NULL
well,Rural,Kilimani,Rural,222,0,"Contaminated: Biological"
shared_tap,Zuri,Kilimani,Urban,766,78,NULL
well,Rural,Kilimani,Rural,232,0,"Contaminated: Chemical"
well,Djenne,Hawassa,Urban,290,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,1476,130,NULL
well,Rural,Kilimani,Rural,300,0,Clean
shared_tap,Rural,Sokoto,Rural,2784,29,NULL
shared_tap,Rural,Kilimani,Rural,716,75,NULL
shared_tap,Rural,Kilimani,Rural,3308,30,NULL
tap_in_home_broken,Rural,Sokoto,Rural,744,0,NULL
tap_in_home_broken,Rural,Hawassa,Rural,430,0,NULL
tap_in_home,Isiqalo,Kilimani,Urban,838,0,NULL
tap_in_home,Pwani,Amanzi,Urban,362,0,NULL
tap_in_home,Deka,Hawassa,Urban,666,0,NULL
tap_in_home,Pwani,Amanzi,Urban,616,0,NULL
well,Serowe,Hawassa,Urban,164,0,Clean
well,Rural,Sokoto,Rural,238,0,"Contaminated: Biological"
tap_in_home,Mrembo,Kilimani,Urban,850,0,NULL
river,Rural,Sokoto,Rural,416,10,NULL
river,Rural,Sokoto,Rural,536,15,NULL
well,Rural,Hawassa,Rural,272,0,"Contaminated: Biological"
tap_in_home,Kofi,Sokoto,Urban,532,0,NULL
well,Mrembo,Kilimani,Urban,326,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,264,0,"Contaminated: Biological"
tap_in_home_broken,Ilanga,Sokoto,Urban,804,0,NULL
shared_tap,Rural,Sokoto,Rural,2324,191,NULL
tap_in_home_broken,Ilanga,Sokoto,Urban,364,0,NULL
tap_in_home,Rural,Amanzi,Rural,442,0,NULL
tap_in_home_broken,Abidjan,Amanzi,Urban,422,0,NULL
well,Kintampo,Akatsi,Urban,248,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,704,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,634,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,476,0,NULL
shared_tap,Rural,Akatsi,Rural,1164,107,NULL
well,Rural,Hawassa,Rural,294,0,"Contaminated: Biological"
tap_in_home,Harare,Akatsi,Urban,328,0,NULL
well,Rural,Akatsi,Rural,308,0,Clean
shared_tap,Rural,Sokoto,Rural,3278,30,NULL
shared_tap,Rural,Kilimani,Rural,942,91,NULL
well,Rural,Sokoto,Rural,320,0,"Contaminated: Chemical"
well,Serowe,Hawassa,Urban,296,0,Clean
well,Rural,Kilimani,Rural,168,0,"Contaminated: Chemical"
tap_in_home_broken,Zanzibar,Hawassa,Urban,818,0,NULL
tap_in_home,Lusaka,Akatsi,Urban,912,0,NULL
tap_in_home,Zuri,Kilimani,Urban,978,0,NULL
shared_tap,Rural,Akatsi,Rural,3830,240,NULL
well,Rural,Akatsi,Rural,244,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,538,0,NULL
well,Amara,Kilimani,Urban,324,0,"Contaminated: Chemical"
tap_in_home_broken,Pwani,Amanzi,Urban,716,0,NULL
tap_in_home,Rural,Sokoto,Rural,804,0,NULL
shared_tap,Asmara,Amanzi,Urban,1444,127,NULL
well,Rural,Akatsi,Rural,220,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,322,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,850,19,NULL
tap_in_home,Rural,Akatsi,Rural,908,0,NULL
shared_tap,Rural,Sokoto,Rural,3662,30,NULL
well,Zuri,Kilimani,Urban,200,0,"Contaminated: Biological"
river,Harare,Kilimani,Urban,624,18,NULL
tap_in_home,Amina,Hawassa,Urban,310,0,NULL
shared_tap,Rural,Sokoto,Rural,2204,26,NULL
well,Rural,Kilimani,Rural,238,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,504,0,NULL
shared_tap,Rural,Sokoto,Rural,2644,214,NULL
tap_in_home_broken,Rural,Hawassa,Rural,626,0,NULL
river,Amina,Amanzi,Urban,426,25,NULL
well,Rural,Sokoto,Rural,378,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,346,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,294,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,798,0,NULL
well,Rural,Amanzi,Rural,238,0,Clean
shared_tap,Rural,Hawassa,Rural,1824,24,NULL
tap_in_home_broken,Amina,Amanzi,Urban,614,0,NULL
shared_tap,Rural,Kilimani,Rural,210,38,NULL
tap_in_home,Rural,Kilimani,Rural,408,0,NULL
tap_in_home_broken,Harare,Kilimani,Urban,638,0,NULL
river,Rural,Kilimani,Rural,796,18,NULL
well,Rural,Akatsi,Rural,166,0,Clean
tap_in_home,Rural,Akatsi,Rural,866,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,392,0,NULL
tap_in_home,Harare,Kilimani,Urban,998,0,NULL
well,Rural,Hawassa,Rural,332,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,586,24,NULL
well,Cheche,Sokoto,Urban,190,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,1408,125,NULL
tap_in_home,Rural,Hawassa,Rural,772,0,NULL
well,Rural,Amanzi,Rural,348,0,Clean
river,Rural,Akatsi,Rural,758,6,NULL
tap_in_home_broken,Rural,Amanzi,Rural,414,0,NULL
well,Serowe,Hawassa,Urban,222,0,Clean
well,Rural,Akatsi,Rural,302,0,"Contaminated: Chemical"
well,Isiqalo,Kilimani,Urban,230,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,250,0,"Contaminated: Biological"
tap_in_home,Kofi,Sokoto,Urban,826,0,NULL
well,Amina,Amanzi,Urban,394,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,644,0,NULL
well,Rural,Amanzi,Rural,382,0,"Contaminated: Chemical"
well,Lusaka,Akatsi,Urban,230,0,Clean
shared_tap,Rural,Kilimani,Rural,1530,22,NULL
well,Rural,Hawassa,Rural,268,0,"Contaminated: Biological"
well,Harare,Kilimani,Urban,322,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,998,0,NULL
well,Rural,Sokoto,Rural,204,0,Clean
shared_tap,Rural,Kilimani,Rural,2734,29,NULL
well,Rural,Sokoto,Rural,346,0,"Contaminated: Biological"
tap_in_home_broken,Harare,Kilimani,Urban,440,0,NULL
well,Amina,Hawassa,Urban,176,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,306,0,NULL
tap_in_home_broken,Marang,Sokoto,Urban,720,0,NULL
shared_tap,Harare,Kilimani,Urban,3314,240,NULL
well,Mrembo,Kilimani,Urban,328,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,320,0,"Contaminated: Biological"
river,Rural,Hawassa,Rural,622,6,NULL
well,Rural,Akatsi,Rural,318,0,"Contaminated: Chemical"
river,Bahari,Sokoto,Urban,576,13,NULL
tap_in_home,Pwani,Amanzi,Urban,580,0,NULL
well,Rural,Akatsi,Rural,284,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,392,0,"Contaminated: Chemical"
tap_in_home,Ilanga,Sokoto,Urban,916,0,NULL
tap_in_home,Rural,Amanzi,Rural,992,0,NULL
shared_tap,Rural,Kilimani,Rural,3004,30,NULL
river,Rural,Amanzi,Rural,504,20,NULL
river,Rural,Sokoto,Rural,552,25,NULL
well,Rural,Akatsi,Rural,290,0,"Contaminated: Chemical"
well,Rural,Amanzi,Rural,370,0,"Contaminated: Chemical"
river,Amara,Kilimani,Urban,580,22,NULL
well,Rural,Kilimani,Rural,242,0,Clean
well,Amina,Hawassa,Urban,298,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,270,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,350,16,NULL
river,Rural,Sokoto,Rural,650,28,NULL
shared_tap,Pwani,Amanzi,Urban,984,94,NULL
well,Majengo,Sokoto,Urban,170,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,220,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,290,0,Clean
well,Rural,Amanzi,Rural,318,0,"Contaminated: Chemical"
well,Deka,Hawassa,Urban,340,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,500,0,NULL
well,Rural,Akatsi,Rural,382,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,350,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Hawassa,Rural,412,0,NULL
shared_tap,Rural,Amanzi,Rural,386,16,NULL
shared_tap,Rural,Sokoto,Rural,3328,240,NULL
tap_in_home_broken,Zuri,Kilimani,Urban,880,0,NULL
well,Rural,Akatsi,Rural,224,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,450,0,NULL
well,Zanzibar,Hawassa,Urban,178,0,"Contaminated: Biological"
shared_tap,Rural,Sokoto,Rural,326,46,NULL
well,Rural,Kilimani,Rural,160,0,"Contaminated: Biological"
tap_in_home_broken,Asmara,Amanzi,Urban,422,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,694,0,NULL
well,Rural,Akatsi,Rural,260,0,Clean
well,Rural,Kilimani,Rural,382,0,Clean
tap_in_home,Harare,Kilimani,Urban,352,0,NULL
shared_tap,Rural,Hawassa,Rural,548,62,NULL
tap_in_home_broken,Amina,Amanzi,Urban,754,0,NULL
tap_in_home,Rural,Kilimani,Rural,352,0,NULL
well,Rural,Sokoto,Rural,184,0,Clean
well,Rural,Hawassa,Rural,172,0,"Contaminated: Chemical"
well,Kofi,Sokoto,Urban,186,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Kilimani,Rural,908,0,NULL
tap_in_home_broken,Amina,Amanzi,Urban,380,0,NULL
well,Isiqalo,Kilimani,Urban,278,0,"Contaminated: Biological"
well,Deka,Hawassa,Urban,264,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Akatsi,Rural,678,0,NULL
well,Isiqalo,Kilimani,Urban,302,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,2580,28,NULL
well,Deka,Hawassa,Urban,222,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,312,0,"Contaminated: Biological"
river,Marang,Sokoto,Urban,518,22,NULL
tap_in_home,Rural,Amanzi,Rural,988,0,NULL
well,Rural,Akatsi,Rural,244,0,Clean
river,Zuri,Kilimani,Urban,504,16,NULL
shared_tap,Rural,Hawassa,Rural,2170,26,NULL
well,Rural,Hawassa,Rural,224,0,"Contaminated: Biological"
tap_in_home_broken,Bello,Amanzi,Urban,570,0,NULL
tap_in_home_broken,Rural,Sokoto,Rural,476,0,NULL
shared_tap,Rural,Sokoto,Rural,3096,30,NULL
well,Kintampo,Akatsi,Urban,368,0,Clean
well,Rural,Kilimani,Rural,306,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,190,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,284,0,"Contaminated: Chemical"
tap_in_home,Rural,Amanzi,Rural,422,0,NULL
shared_tap,Rural,Hawassa,Rural,3748,240,NULL
tap_in_home,Rural,Kilimani,Rural,316,0,NULL
well,Majengo,Sokoto,Urban,368,0,Clean
well,Ilanga,Sokoto,Urban,174,0,"Contaminated: Chemical"
tap_in_home_broken,Isiqalo,Kilimani,Urban,488,0,NULL
river,Rural,Sokoto,Rural,834,25,NULL
tap_in_home,Rural,Kilimani,Rural,902,0,NULL
tap_in_home,Rural,Akatsi,Rural,962,0,NULL
well,Rural,Amanzi,Rural,294,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,228,0,"Contaminated: Biological"
well,Mrembo,Kilimani,Urban,280,0,"Contaminated: Chemical"
shared_tap,Abidjan,Amanzi,Urban,2894,232,NULL
well,Harare,Kilimani,Urban,320,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,1674,23,NULL
well,Rural,Sokoto,Rural,306,0,"Contaminated: Chemical"
river,Harare,Kilimani,Urban,726,17,NULL
shared_tap,Rural,Hawassa,Rural,1808,24,NULL
tap_in_home_broken,Amina,Amanzi,Urban,846,0,NULL
tap_in_home_broken,Abidjan,Amanzi,Urban,456,0,NULL
shared_tap,Rural,Kilimani,Rural,3766,240,NULL
tap_in_home,Rural,Amanzi,Rural,740,0,NULL
well,Rural,Sokoto,Rural,186,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,702,0,NULL
well,Rural,Sokoto,Rural,248,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,2388,196,NULL
well,Rural,Hawassa,Rural,358,0,"Contaminated: Biological"
tap_in_home,Rural,Kilimani,Rural,956,0,NULL
river,Abidjan,Amanzi,Urban,890,11,NULL
tap_in_home,Isiqalo,Kilimani,Urban,582,0,NULL
well,Rural,Kilimani,Rural,276,0,"Contaminated: Chemical"
well,Isiqalo,Kilimani,Urban,280,0,"Contaminated: Chemical"
tap_in_home_broken,Bello,Amanzi,Urban,452,0,NULL
tap_in_home,Rural,Akatsi,Rural,830,0,NULL
well,Rural,Kilimani,Rural,270,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,698,0,NULL
well,Kintampo,Akatsi,Urban,202,0,Clean
tap_in_home,Rural,Akatsi,Rural,318,0,NULL
shared_tap,Rural,Hawassa,Rural,3286,240,NULL
shared_tap,Rural,Kilimani,Rural,3576,240,NULL
well,Rural,Hawassa,Rural,392,0,"Contaminated: Biological"
tap_in_home,Rural,Akatsi,Rural,316,0,NULL
well,Amina,Hawassa,Urban,330,0,"Contaminated: Biological"
well,Lusaka,Akatsi,Urban,288,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,2684,217,NULL
well,Rural,Sokoto,Rural,300,0,"Contaminated: Chemical"
tap_in_home,Rural,Amanzi,Rural,652,0,NULL
shared_tap,Rural,Akatsi,Rural,724,18,NULL
river,Rural,Kilimani,Rural,908,5,NULL
well,Rural,Sokoto,Rural,364,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,3560,30,NULL
well,Lusaka,Akatsi,Urban,210,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,3514,240,NULL
well,Ilanga,Sokoto,Urban,394,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,350,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,220,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,970,0,NULL
well,Rural,Sokoto,Rural,172,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,582,0,NULL
river,Rural,Sokoto,Rural,560,15,NULL
well,Rural,Akatsi,Rural,202,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,948,21,NULL
well,Amara,Kilimani,Urban,174,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,678,0,NULL
tap_in_home,Rural,Hawassa,Rural,380,0,NULL
tap_in_home,Rural,Sokoto,Rural,874,0,NULL
shared_tap,Rural,Akatsi,Rural,3464,240,NULL
well,Rural,Sokoto,Rural,306,0,"Contaminated: Biological"
river,Zuri,Kilimani,Urban,894,10,NULL
tap_in_home,Amara,Kilimani,Urban,774,0,NULL
well,Rural,Akatsi,Rural,192,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,176,0,Clean
well,Rural,Kilimani,Rural,162,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,328,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Hawassa,Rural,852,0,NULL
well,Ilanga,Sokoto,Urban,244,0,Clean
tap_in_home,Rural,Hawassa,Rural,848,0,NULL
shared_tap,Rural,Akatsi,Rural,1864,24,NULL
shared_tap,Amina,Hawassa,Urban,3112,240,NULL
tap_in_home,Dahabu,Amanzi,Urban,608,0,NULL
tap_in_home,Marang,Sokoto,Urban,746,0,NULL
well,Rural,Kilimani,Rural,348,0,"Contaminated: Biological"
well,Bahari,Sokoto,Urban,254,0,Clean
well,Rural,Akatsi,Rural,292,0,"Contaminated: Chemical"
tap_in_home_broken,Lusaka,Akatsi,Urban,520,0,NULL
well,Rural,Akatsi,Rural,366,0,"Contaminated: Chemical"
river,Rural,Hawassa,Rural,606,26,NULL
tap_in_home_broken,Amara,Kilimani,Urban,502,0,NULL
well,Mrembo,Kilimani,Urban,254,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,206,0,"Contaminated: Chemical"
shared_tap,Rural,Amanzi,Rural,2086,174,NULL
well,Rural,Kilimani,Rural,280,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,372,0,Clean
well,Harare,Akatsi,Urban,258,0,"Contaminated: Biological"
tap_in_home,Rural,Akatsi,Rural,574,0,NULL
well,Rural,Akatsi,Rural,354,0,"Contaminated: Chemical"
well,Marang,Sokoto,Urban,210,0,"Contaminated: Chemical"
well,Bahari,Sokoto,Urban,386,0,Clean
well,Rural,Kilimani,Rural,184,0,"Contaminated: Chemical"
well,Lusaka,Akatsi,Urban,370,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,232,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,730,17,NULL
well,Rural,Akatsi,Rural,208,0,Clean
well,Asmara,Amanzi,Urban,286,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,220,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,272,0,"Contaminated: Chemical"
tap_in_home,Lusaka,Akatsi,Urban,858,0,NULL
shared_tap,Rural,Akatsi,Rural,1402,124,NULL
well,Rural,Hawassa,Rural,362,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,296,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,218,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,298,0,"Contaminated: Chemical"
tap_in_home,Asmara,Amanzi,Urban,596,0,NULL
shared_tap,Zanzibar,Hawassa,Urban,1208,110,NULL
tap_in_home,Kintampo,Akatsi,Urban,360,0,NULL
tap_in_home_broken,Rural,Hawassa,Rural,954,0,NULL
tap_in_home_broken,Kofi,Sokoto,Urban,484,0,NULL
well,Mrembo,Kilimani,Urban,274,0,"Contaminated: Chemical"
well,Harare,Akatsi,Urban,348,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,506,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,484,0,NULL
tap_in_home,Lusaka,Akatsi,Urban,416,0,NULL
well,Rural,Hawassa,Rural,330,0,"Contaminated: Biological"
tap_in_home,Harare,Kilimani,Urban,422,0,NULL
tap_in_home,Rural,Akatsi,Rural,622,0,NULL
tap_in_home,Rural,Kilimani,Rural,324,0,NULL
tap_in_home,Rural,Hawassa,Rural,776,0,NULL
tap_in_home,Kofi,Sokoto,Urban,490,0,NULL
well,Lusaka,Akatsi,Urban,356,0,"Contaminated: Chemical"
river,Rural,Akatsi,Rural,848,19,NULL
tap_in_home_broken,Rural,Kilimani,Rural,488,0,NULL
tap_in_home,Rural,Amanzi,Rural,836,0,NULL
shared_tap,Rural,Akatsi,Rural,2752,29,NULL
well,Kofi,Sokoto,Urban,292,0,Clean
shared_tap,Rural,Akatsi,Rural,686,72,NULL
shared_tap,Rural,Akatsi,Rural,3354,240,NULL
tap_in_home,Rural,Hawassa,Rural,922,0,NULL
shared_tap,Rural,Amanzi,Rural,3298,240,NULL
shared_tap,Rural,Hawassa,Rural,370,50,NULL
well,Rural,Akatsi,Rural,172,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,338,0,"Contaminated: Chemical"
river,Zuri,Kilimani,Urban,732,10,NULL
tap_in_home,Rural,Amanzi,Rural,658,0,NULL
well,Rural,Amanzi,Rural,304,0,Clean
well,Serowe,Hawassa,Urban,262,0,Clean
well,Rural,Amanzi,Rural,220,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,564,23,NULL
tap_in_home_broken,Zuri,Kilimani,Urban,646,0,NULL
shared_tap,Rural,Sokoto,Rural,1368,22,NULL
well,Rural,Akatsi,Rural,298,0,Clean
river,Bahari,Sokoto,Urban,952,20,NULL
well,Serowe,Hawassa,Urban,392,0,Clean
well,Rural,Akatsi,Rural,228,0,Clean
well,Rural,Hawassa,Rural,272,0,"Contaminated: Chemical"
tap_in_home_broken,Bello,Amanzi,Urban,480,0,NULL
tap_in_home,Rural,Hawassa,Rural,748,0,NULL
shared_tap,Rural,Sokoto,Rural,278,16,NULL
well,Rural,Akatsi,Rural,252,0,Clean
well,Bahari,Sokoto,Urban,278,0,"Contaminated: Chemical"
tap_in_home_broken,Zuri,Kilimani,Urban,330,0,NULL
well,Rural,Kilimani,Rural,282,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,622,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,612,0,NULL
river,Ilanga,Sokoto,Urban,486,12,NULL
well,Serowe,Hawassa,Urban,168,0,"Contaminated: Biological"
tap_in_home_broken,Kintampo,Akatsi,Urban,944,0,NULL
well,Rural,Kilimani,Rural,224,0,"Contaminated: Biological"
tap_in_home_broken,Bahari,Sokoto,Urban,368,0,NULL
tap_in_home_broken,Amina,Amanzi,Urban,508,0,NULL
well,Rural,Amanzi,Rural,342,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,348,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,466,25,NULL
shared_tap,Rural,Kilimani,Rural,3378,30,NULL
shared_tap,Rural,Hawassa,Rural,2360,194,NULL
well,Yaounde,Hawassa,Urban,246,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,392,0,"Contaminated: Chemical"
river,Majengo,Sokoto,Urban,710,14,NULL
river,Zuri,Kilimani,Urban,442,16,NULL
tap_in_home_broken,Rural,Hawassa,Rural,394,0,NULL
well,Rural,Akatsi,Rural,212,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,260,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,364,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,294,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,214,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,392,0,NULL
river,Rural,Hawassa,Rural,478,6,NULL
tap_in_home_broken,Rural,Kilimani,Rural,634,0,NULL
well,Marang,Sokoto,Urban,228,0,Clean
well,Rural,Amanzi,Rural,216,0,Clean
shared_tap,Isiqalo,Kilimani,Urban,3382,30,NULL
well,Marang,Sokoto,Urban,160,0,Clean
tap_in_home,Kintampo,Akatsi,Urban,858,0,NULL
well,Mrembo,Kilimani,Urban,360,0,Clean
well,Rural,Kilimani,Rural,276,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,602,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,684,0,NULL
shared_tap,Rural,Akatsi,Rural,1488,22,NULL
well,Rural,Hawassa,Rural,296,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,2360,27,NULL
tap_in_home,Yaounde,Hawassa,Urban,392,0,NULL
well,Rural,Hawassa,Rural,244,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,320,0,Clean
well,Rural,Akatsi,Rural,222,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,2772,223,NULL
shared_tap,Rural,Kilimani,Rural,3734,30,NULL
well,Kintampo,Akatsi,Urban,264,0,Clean
tap_in_home,Bahari,Sokoto,Urban,800,0,NULL
well,Rural,Kilimani,Rural,370,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,538,62,NULL
well,Rural,Akatsi,Rural,282,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Kilimani,Rural,966,0,NULL
shared_tap,Rural,Kilimani,Rural,3300,30,NULL
shared_tap,Rural,Kilimani,Rural,1536,22,NULL
river,Rural,Sokoto,Rural,954,22,NULL
tap_in_home_broken,Rural,Kilimani,Rural,768,0,NULL
well,Rural,Sokoto,Rural,390,0,Clean
well,Rural,Akatsi,Rural,308,0,"Contaminated: Chemical"
