address,town_name,province_name,source_id,type_of_water_source,results,Improvement
"157 Fisi Nkrumah Street",Rural,Akatsi,AkRu06897224,well,"Contaminated: Biological","Install UV and RO filter"
"36 Rhodes Street",Rural,Hawassa,HaRu17495224,shared_tap,NULL,NULL
"15 Kagame Court",Zuri,Kilimani,KiZu31355224,tap_in_home_broken,NULL,NULL
"63 Cape Town Avenue",Rural,Sokoto,SoRu38823224,river,NULL,"Drill well"
"103 Nyoka Achebe Street",Dahabu,Amanzi,AmDa11951224,river,NULL,"Drill well"
"26 Pretoria Avenue",Mrembo,Kilimani,KiMr24370224,well,"Contaminated: Biological","Install UV and RO filter"
"89 Monrovia Street",Rural,Sokoto,SoRu35656224,well,"Contaminated: Biological","Install UV and RO filter"
"184 Sahara Street",Rural,Kilimani,KiRu30623224,well,"Contaminated: Chemical","Install RO filter"
"43 Paka Dangote Street",Rural,Sokoto,SoRu37918224,river,NULL,"Drill well"
"116 Kifaru Lumumba Road",Amina,Hawassa,HaAm16100224,well,"Contaminated: Chemical","Install RO filter"
"162 Nyoka Achebe Street",Dahabu,Amanzi,AmDa11899224,well,"Contaminated: Chemical","Install RO filter"
"114 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01240224,tap_in_home_broken,NULL,NULL
"25 Kagame Court",Zuri,Kilimani,KiZu31345224,river,NULL,"Drill well"
"73 Papa Wemba Road",Lusaka,Akatsi,AkLu02519224,well,"Contaminated: Chemical","Install RO filter"
"47 Okocha Street",Mrembo,Kilimani,KiMr24477224,well,"Contaminated: Chemical","Install RO filter"
"98 Ladysmith Black Street",Rural,Akatsi,AkRu08902224,well,"Contaminated: Biological","Install UV and RO filter"
"168 Eto'o Street",Asmara,Amanzi,AmAs10418224,river,NULL,"Drill well"
"100 Ndege Tambo Road",Deka,Hawassa,HaDe16493224,tap_in_home_broken,NULL,NULL
"93 Bahari Nyeupe Street",Rural,Kilimani,KiRu29505224,river,NULL,"Drill well"
"17 Chui Wangari Drive",Rural,Sokoto,SoRu37335224,well,"Contaminated: Chemical","Install RO filter"
"1 Bahari Ya Kupendeza Drive",Amara,Kilimani,KiAm22466224,well,"Contaminated: Biological","Install UV and RO filter"
"118 Kiboko Senghor Road",Isiqalo,Kilimani,KiIs24216224,well,"Contaminated: Chemical","Install RO filter"
"114 Nkrumah Road",Rural,Sokoto,SoRu36430224,river,NULL,"Drill well"
"33 Tunis Street",Kintampo,Akatsi,AkKi00938224,tap_in_home_broken,NULL,NULL
"32 Oliver Tambo Street",Harare,Akatsi,AkHa00454224,tap_in_home_broken,NULL,NULL
"136 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19301224,well,"Contaminated: Biological","Install UV and RO filter"
"5 Shakira Drive",Rural,Sokoto,SoRu39282224,river,NULL,"Drill well"
"39 Lome Street",Amara,Kilimani,KiAm21974224,river,NULL,"Drill well"
"142 Nelson Mandela Street",Rural,Sokoto,SoRu37067224,river,NULL,"Drill well"
"11 Jengo Street",Pwani,Amanzi,AmPw12418224,tap_in_home_broken,NULL,NULL
"116 Simba Road",Rural,Sokoto,SoRu34765224,river,NULL,"Drill well"
"48 Bahari Nzuri Street",Rural,Kilimani,KiRu28623224,well,"Contaminated: Biological","Install UV and RO filter"
"26 Bahari Ya Kupendeza Drive",Amara,Kilimani,KiAm22458224,well,"Contaminated: Chemical","Install RO filter"
"38 Popo Kamuzu Street",Rural,Akatsi,AkRu06525224,well,"Contaminated: Chemical","Install RO filter"
"36 Miriam Makeba Drive",Rural,Hawassa,HaRu19140224,well,"Contaminated: Biological","Install UV and RO filter"
"27 Mbuni Soyinka Avenue",Rural,Amanzi,AmRu15014224,well,"Contaminated: Chemical","Install RO filter"
"70 Ziwa La Kioo Road",Rural,Kilimani,KiRu28829224,river,NULL,"Drill well"
"132 Bahari Ya Faraja Road",Rural,Kilimani,KiRu29287224,tap_in_home_broken,NULL,NULL
"47 Mwanza Street",Rural,Kilimani,KiRu25422224,well,"Contaminated: Biological","Install UV and RO filter"
"138 Yaounde Street",Zuri,Kilimani,KiZu31045224,shared_tap,NULL,NULL
"48 Sahara Street",Rural,Kilimani,KiRu30503224,well,"Contaminated: Chemical","Install RO filter"
"13 Amina Mohammed Drive",Djenne,Hawassa,HaDj16966224,well,"Contaminated: Chemical","Install RO filter"
"157 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20589224,shared_tap,NULL,NULL
"155 Desmond Tutu Street",Rural,Kilimani,KiRu27809224,shared_tap,NULL,NULL
"7 Maseru Road",Rural,Kilimani,KiRu27220224,shared_tap,NULL,NULL
"8 Lusaka Circle",Rural,Sokoto,SoRu35055224,tap_in_home_broken,NULL,NULL
"27 Miriam Makeba Drive",Rural,Hawassa,HaRu19169224,tap_in_home_broken,NULL,NULL
"55 Machel Lane",Rural,Sokoto,SoRu36575224,well,"Contaminated: Biological","Install UV and RO filter"
"111 Kuku Kenyatta Road",Rural,Sokoto,SoRu37714224,river,NULL,"Drill well"
"68 Mlima Wa Uzuri Avenue",Rural,Sokoto,SoRu38371224,river,NULL,"Drill well"
"145 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20522224,well,"Contaminated: Biological","Install UV and RO filter"
"158 Okocha Street",Mrembo,Kilimani,KiMr24574224,well,"Contaminated: Biological","Install UV and RO filter"
"33 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38598224,well,"Contaminated: Biological","Install UV and RO filter"
"123 Sfax Street",Ilanga,Sokoto,SoIl32475224,tap_in_home_broken,NULL,NULL
"154 Angelique Street",Rural,Sokoto,SoRu39549224,shared_tap,NULL,NULL
"119 Pwani Mchangani Road",Ilanga,Sokoto,SoIl32590224,tap_in_home_broken,NULL,NULL
"3 Kinshasa Road",Abidjan,Amanzi,AmAb09049224,tap_in_home_broken,NULL,NULL
"34 Sungura Biko Avenue",Kintampo,Akatsi,AkKi01118224,well,"Contaminated: Biological","Install UV and RO filter"
"58 Ouagadougou Way",Rural,Kilimani,KiRu27085224,tap_in_home_broken,NULL,NULL
"163 Koinange Street",Rural,Akatsi,AkRu03668224,shared_tap,NULL,NULL
"32 Tangier Terrace",Rural,Hawassa,HaRu17300224,well,"Contaminated: Biological","Install UV and RO filter"
"64 Ndovu Avenue",Rural,Sokoto,SoRu34910224,shared_tap,NULL,NULL
"5 Kalahari Avenue",Rural,Kilimani,KiRu25968224,shared_tap,NULL,NULL
"163 Monrovia Street",Rural,Sokoto,SoRu35499224,well,"Contaminated: Chemical","Install RO filter"
"11 Okavango Bend",Rural,Kilimani,KiRu25542224,well,"Contaminated: Chemical","Install RO filter"
"10 Kampala Road",Zanzibar,Hawassa,HaZa21785224,tap_in_home_broken,NULL,NULL
"56 Fisi Nkrumah Street",Rural,Akatsi,AkRu06864224,shared_tap,NULL,NULL
"180 Lumumba Street",Rural,Akatsi,AkRu03812224,well,"Contaminated: Chemical","Install RO filter"
"3 Machel Lane",Rural,Sokoto,SoRu36669224,tap_in_home_broken,NULL,NULL
"7 Zanzibar Crossing",Amara,Kilimani,KiAm21953224,well,"Contaminated: Chemical","Install RO filter"
"41 Zuri Place",Pwani,Amanzi,AmPw12274224,tap_in_home_broken,NULL,NULL
"170 Eto'o Street",Asmara,Amanzi,AmAs10356224,shared_tap,NULL,NULL
"140 Wole Soyinka Street",Rural,Akatsi,AkRu05433224,well,"Contaminated: Chemical","Install RO filter"
"98 Victoria Street",Rural,Akatsi,AkRu04210224,well,"Contaminated: Chemical","Install RO filter"
"154 Mto Wa Uzima Street",Rural,Sokoto,SoRu38259224,shared_tap,NULL,NULL
"19 Maputo Drive",Zuri,Kilimani,KiZu31088224,well,"Contaminated: Biological","Install UV and RO filter"
"27 Dar es Salaam Drive",Harare,Kilimani,KiHa22878224,river,NULL,"Drill well"
"52 Haile Selassie Avenue",Rural,Kilimani,KiRu27844224,well,"Contaminated: Chemical","Install RO filter"
"14 Angelique Street",Rural,Sokoto,SoRu39488224,shared_tap,NULL,NULL
"110 Rhodes Street",Rural,Hawassa,HaRu17387224,tap_in_home_broken,NULL,NULL
"174 Lumumba Lane",Amina,Amanzi,AmAm09534224,river,NULL,"Drill well"
"128 Nelson Mandela Street",Rural,Sokoto,SoRu37168224,well,"Contaminated: Chemical","Install RO filter"
"33 Dakar Crescent",Rural,Akatsi,AkRu02991224,well,"Contaminated: Chemical","Install RO filter"
"196 Machel Lane",Rural,Sokoto,SoRu36665224,well,"Contaminated: Biological","Install UV and RO filter"
"48 Accra Avenue",Amina,Amanzi,AmAm09426224,tap_in_home_broken,NULL,NULL
"110 Njia Ya Maji Road",Rural,Kilimani,KiRu29094224,shared_tap,NULL,NULL
"145 Bujumbura Street",Harare,Kilimani,KiHa22912224,tap_in_home_broken,NULL,NULL
"27 Nyerere Road",Rural,Kilimani,KiRu26087224,river,NULL,"Drill well"
"169 Jerusalema Lane",Rural,Amanzi,AmRu15568224,tap_in_home_broken,NULL,NULL
"32 Harare Avenue",Rural,Hawassa,HaRu18425224,well,"Contaminated: Biological","Install UV and RO filter"
"146 Nelson Mandela Street",Rural,Sokoto,SoRu37096224,river,NULL,"Drill well"
"66 Lusaka Road",Cheche,Sokoto,SoCh32157224,well,"Contaminated: Chemical","Install RO filter"
"22 Djibouti Drive",Rural,Hawassa,HaRu18153224,shared_tap,NULL,NULL
"88 Ramaphosa Road",Rural,Akatsi,AkRu05667224,river,NULL,"Drill well"
"27 Luanda Avenue",Rural,Amanzi,AmRu13730224,tap_in_home_broken,NULL,NULL
"31 Bahari Ya Kunata Avenue",Rural,Akatsi,AkRu07487224,well,"Contaminated: Chemical","Install RO filter"
"186 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23896224,well,"Contaminated: Biological","Install UV and RO filter"
"183 Machel Lane",Rural,Sokoto,SoRu36568224,well,"Contaminated: Biological","Install UV and RO filter"
"97 Afro Jazz Street",Amina,Amanzi,AmAm09867224,well,"Contaminated: Chemical","Install RO filter"
"112 Timbuktu Road",Rural,Amanzi,AmRu13885224,well,"Contaminated: Chemical","Install RO filter"
"33 Mamba Biko Drive",Rural,Hawassa,HaRu19654224,well,"Contaminated: Biological","Install UV and RO filter"
"108 Samora Machel Road",Harare,Kilimani,KiHa23423224,well,"Contaminated: Biological","Install UV and RO filter"
"12 Monrovia Street",Rural,Sokoto,SoRu35543224,well,"Contaminated: Biological","Install UV and RO filter"
"184 Port Said Street",Harare,Kilimani,KiHa23204224,tap_in_home_broken,NULL,NULL
"95 Garang Street",Amina,Hawassa,HaAm16014224,well,"Contaminated: Chemical","Install RO filter"
"33 Drogba Drive",Marang,Sokoto,SoMa34385224,tap_in_home_broken,NULL,NULL
"63 Samora Machel Road",Harare,Kilimani,KiHa23398224,shared_tap,NULL,NULL
"87 Mlima Wa Matumaini Street",Mrembo,Kilimani,KiMr24963224,well,"Contaminated: Biological","Install UV and RO filter"
"37 Jangwa Nyeupe Drive",Rural,Hawassa,HaRu19943224,well,"Contaminated: Biological","Install UV and RO filter"
"182 Winnie Mandela Street",Rural,Hawassa,HaRu19109224,river,NULL,"Drill well"
"41 Ukingo Wa Mto Road",Rural,Akatsi,AkRu07725224,well,"Contaminated: Chemical","Install RO filter"
"60 Chura Usman Street",Bahari,Sokoto,SoBa31775224,river,NULL,"Drill well"
"150 Asmara Street",Rural,Akatsi,AkRu04382224,well,"Contaminated: Chemical","Install RO filter"
"130 Seychelles Street",Rural,Sokoto,SoRu35893224,well,"Contaminated: Chemical","Install RO filter"
"31 Twiga Kagame Avenue",Rural,Kilimani,KiRu28358224,shared_tap,NULL,NULL
"18 Ngiri Achebe Drive",Rural,Amanzi,AmRu14915224,river,NULL,"Drill well"
"61 Youssou N'Dour Road",Rural,Sokoto,SoRu39060224,river,NULL,"Drill well"
"125 Tembo Mandela Road",Rural,Akatsi,AkRu06256224,well,"Contaminated: Chemical","Install RO filter"
"122 Jerusalema Lane",Rural,Amanzi,AmRu15508224,well,"Contaminated: Chemical","Install RO filter"
"45 Bahari Ya Upendo Road",Amara,Kilimani,KiAm22564224,river,NULL,"Drill well"
"98 Kifaru Lumumba Road",Amina,Hawassa,HaAm16134224,well,"Contaminated: Biological","Install UV and RO filter"
"119 Acacia Lane",Rural,Kilimani,KiRu25677224,well,"Contaminated: Chemical","Install RO filter"
"148 Kuku Kenyatta Road",Rural,Sokoto,SoRu37853224,river,NULL,"Drill well"
"28 Tumbili Kenyatta Avenue",Pwani,Amanzi,AmPw12761224,shared_tap,NULL,NULL
"147 Yaya Touré Lane",Majengo,Sokoto,SoMa33975224,well,"Contaminated: Biological","Install UV and RO filter"
"93 Maji Mema Street",Rural,Akatsi,AkRu07996224,well,"Contaminated: Chemical","Install RO filter"
"12 Benghazi Boulevard",Rural,Amanzi,AmRu13820224,well,"Contaminated: Chemical","Install RO filter"
"56 Mawimbi Maji Street",Rural,Amanzi,AmRu15240224,tap_in_home_broken,NULL,NULL
"161 African Skies Street",Rural,Akatsi,AkRu08421224,well,"Contaminated: Chemical","Install RO filter"
"98 Tuku Street",Rural,Hawassa,HaRu20817224,well,"Contaminated: Chemical","Install RO filter"
"90 Amin Road",Rural,Hawassa,HaRu18678224,tap_in_home_broken,NULL,NULL
"9 Nkrumah Road",Rural,Sokoto,SoRu36475224,shared_tap,NULL,NULL
"186 Conakry Street",Zuri,Kilimani,KiZu31183224,tap_in_home_broken,NULL,NULL
"154 Victoria Street",Rural,Akatsi,AkRu04212224,well,"Contaminated: Chemical","Install RO filter"
"21 Jomo Kenyatta Avenue",Zanzibar,Hawassa,HaZa21826224,well,"Contaminated: Biological","Install UV and RO filter"
"36 Youssou N'Dour Road",Rural,Sokoto,SoRu39089224,shared_tap,NULL,NULL
"80 N'Djamena Road",Rural,Kilimani,KiRu26824224,well,"Contaminated: Biological","Install UV and RO filter"
"45 Tembo Road",Asmara,Amanzi,AmAs10068224,tap_in_home_broken,NULL,NULL
"103 Winnie Mandela Street",Rural,Hawassa,HaRu18950224,shared_tap,NULL,NULL
"18 Zamajobe Avenue",Amina,Amanzi,AmAm09766224,tap_in_home_broken,NULL,NULL
"26 Tahrir Square",Rural,Hawassa,HaRu17317224,well,"Contaminated: Chemical","Install RO filter"
"20 Njovu Biko Drive",Kofi,Sokoto,SoKo33273224,well,"Contaminated: Chemical","Install RO filter"
"52 Acacia Lane",Rural,Kilimani,KiRu25743224,tap_in_home_broken,NULL,NULL
"19 Ziwa Mzuri Avenue",Amina,Amanzi,AmAm09738224,tap_in_home_broken,NULL,NULL
"100 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23873224,well,"Contaminated: Biological","Install UV and RO filter"
"69 Ndege Tambo Road",Deka,Hawassa,HaDe16497224,well,"Contaminated: Biological","Install UV and RO filter"
"10 Kenyatta Street",Rural,Akatsi,AkRu05214224,tap_in_home_broken,NULL,NULL
"25 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23865224,well,"Contaminated: Chemical","Install RO filter"
"41 Ndege Tambo Road",Deka,Hawassa,HaDe16457224,well,"Contaminated: Biological","Install UV and RO filter"
"111 Ramaphosa Road",Rural,Akatsi,AkRu05763224,well,"Contaminated: Biological","Install UV and RO filter"
"59 Freetown Road",Marang,Sokoto,SoMa34327224,river,NULL,"Drill well"
"190 Banjul Street",Zuri,Kilimani,KiZu30694224,river,NULL,"Drill well"
"133 Winnie Mandela Street",Rural,Hawassa,HaRu19069224,well,"Contaminated: Biological","Install UV and RO filter"
"132 Achebe Street",Bello,Amanzi,AmBe11078224,tap_in_home_broken,NULL,NULL
"65 Angelique Street",Rural,Sokoto,SoRu39576224,tap_in_home_broken,NULL,NULL
"59 Angelique Street",Rural,Sokoto,SoRu39639224,shared_tap,NULL,NULL
"66 Kinshasa Road",Rural,Kilimani,KiRu30295224,well,"Contaminated: Chemical","Install RO filter"
"189 Victoria Street",Rural,Akatsi,AkRu04127224,well,"Contaminated: Chemical","Install RO filter"
"20 Tripoli Terrace",Rural,Hawassa,HaRu18175224,well,"Contaminated: Chemical","Install RO filter"
"178 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19278224,shared_tap,NULL,NULL
"39 Cape Verde Street",Ilanga,Sokoto,SoIl32901224,well,"Contaminated: Chemical","Install RO filter"
"65 Jengo Khama Avenue",Isiqalo,Kilimani,KiIs24037224,tap_in_home_broken,NULL,NULL
"158 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38724224,river,NULL,"Drill well"
"34 Hurghada Street",Rural,Amanzi,AmRu13233224,well,"Contaminated: Chemical","Install RO filter"
"85 Lubumbashi Lane",Rural,Hawassa,HaRu18024224,well,"Contaminated: Biological","Install UV and RO filter"
"8 Ziwa La Tumaini Drive",Mrembo,Kilimani,KiMr25022224,well,"Contaminated: Chemical","Install RO filter"
"50 N'dour Avenue",Abidjan,Amanzi,AmAb09334224,shared_tap,NULL,NULL
"29 Samora Machel Road",Harare,Kilimani,KiHa23414224,well,"Contaminated: Biological","Install UV and RO filter"
"32 Machel Lane",Rural,Sokoto,SoRu36589224,well,"Contaminated: Chemical","Install RO filter"
"63 Bujumbura Street",Harare,Kilimani,KiHa22997224,river,NULL,"Drill well"
"50 Accra Avenue",Amina,Amanzi,AmAm09405224,tap_in_home_broken,NULL,NULL
"36 Patrice Lumumba Drive",Abidjan,Amanzi,AmAb09183224,tap_in_home_broken,NULL,NULL
"115 Ziwa La Upendo Street",Rural,Kilimani,KiRu29770224,shared_tap,NULL,NULL
"17 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38618224,well,"Contaminated: Biological","Install UV and RO filter"
"77 Ziwa La Upendo Street",Rural,Kilimani,KiRu29779224,shared_tap,NULL,NULL
"89 Mnyama Dangote Road",Rural,Hawassa,HaRu19432224,well,"Contaminated: Biological","Install UV and RO filter"
"31 Kigali Drive",Abidjan,Amanzi,AmAb09163224,river,NULL,"Drill well"
"36 Special Star Road",Rural,Kilimani,KiRu29907224,well,"Contaminated: Chemical","Install RO filter"
"83 Langata Road",Isiqalo,Kilimani,KiIs23499224,well,"Contaminated: Chemical","Install RO filter"
"11 Mbuzi Mbeki Street",Bello,Amanzi,AmBe11231224,tap_in_home_broken,NULL,NULL
"65 Praia Avenue",Rural,Kilimani,KiRu26547224,well,"Contaminated: Chemical","Install RO filter"
"14 Bamako Avenue",Rural,Hawassa,HaRu18332224,shared_tap,NULL,NULL
"55 Mwanza Street",Rural,Kilimani,KiRu25304224,shared_tap,NULL,NULL
"23 Mto Mandela Avenue",Rural,Hawassa,HaRu19623224,well,"Contaminated: Biological","Install UV and RO filter"
"163 Garang Street",Amina,Hawassa,HaAm15895224,well,"Contaminated: Biological","Install UV and RO filter"
"66 Kumasi Street",Lusaka,Akatsi,AkLu02070224,well,"Contaminated: Biological","Install UV and RO filter"
"76 Kaduna Road",Rural,Kilimani,KiRu27385224,shared_tap,NULL,NULL
"6 Zamalek Parkway",Rural,Sokoto,SoRu35127224,well,"Contaminated: Chemical","Install RO filter"
"21 Bahari Nzuri Street",Rural,Kilimani,KiRu28787224,river,NULL,"Drill well"
"55 Pwani Ya Joto Road",Rural,Sokoto,SoRu38472224,well,"Contaminated: Chemical","Install RO filter"
"63 Simba Tutu Street",Rural,Akatsi,AkRu07084224,shared_tap,NULL,NULL
"8 Dakar Drive",Lusaka,Akatsi,AkLu02145224,well,"Contaminated: Chemical","Install RO filter"
"6 Mto Wa Raha Drive",Rural,Kilimani,KiRu29154224,shared_tap,NULL,NULL
"161 Cape Verde Street",Ilanga,Sokoto,SoIl32983224,well,"Contaminated: Chemical","Install RO filter"
"52 Milima Kali Street",Rural,Hawassa,HaRu20026224,well,"Contaminated: Biological","Install UV and RO filter"
"40 Pwani Ya Utulivu Drive",Rural,Kilimani,KiRu29361224,well,"Contaminated: Chemical","Install RO filter"
"65 Scatterlings Avenue",Rural,Amanzi,AmRu15655224,tap_in_home_broken,NULL,NULL
"113 Casablanca Road",Rural,Sokoto,SoRu36261224,well,"Contaminated: Chemical","Install RO filter"
"160 Zinjathropus Street",Rural,Amanzi,AmRu14142224,tap_in_home_broken,NULL,NULL
"35 Machel Lane",Rural,Sokoto,SoRu36581224,river,NULL,"Drill well"
"121 Asmara Street",Rural,Akatsi,AkRu04399224,well,"Contaminated: Chemical","Install RO filter"
"99 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36867224,river,NULL,"Drill well"
"105 Winnie Mandela Street",Rural,Hawassa,HaRu19090224,tap_in_home_broken,NULL,NULL
"18 Dakar Crescent",Rural,Akatsi,AkRu02985224,shared_tap,NULL,NULL
"87 Monrovia Street",Rural,Sokoto,SoRu35566224,well,"Contaminated: Biological","Install UV and RO filter"
"45 Maputo Drive",Zuri,Kilimani,KiZu31119224,river,NULL,"Drill well"
"88 Wole Soyinka Street",Rural,Akatsi,AkRu05429224,well,"Contaminated: Chemical","Install RO filter"
"36 Nyuki Okonjo Drive",Rural,Kilimani,KiRu28134224,well,"Contaminated: Biological","Install UV and RO filter"
"50 Marrakech Avenue",Rural,Akatsi,AkRu04594224,well,"Contaminated: Chemical","Install RO filter"
"149 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19342224,tap_in_home_broken,NULL,NULL
"21 Ziwa La Kutazama Avenue",Amina,Hawassa,HaAm16269224,shared_tap,NULL,NULL
"32 Gaborone Avenue",Rural,Kilimani,KiRu26626224,well,"Contaminated: Biological","Install UV and RO filter"
"45 Savanna Street",Rural,Akatsi,AkRu03234224,well,"Contaminated: Chemical","Install RO filter"
"51 Lilongwe Street",Lusaka,Akatsi,AkLu01881224,tap_in_home_broken,NULL,NULL
"2 Moi Avenue",Rural,Akatsi,AkRu03989224,well,"Contaminated: Chemical","Install RO filter"
"42 Mlima Tazama Avenue",Rural,Hawassa,HaRu19764224,river,NULL,"Drill well"
"62 Mandela Avenue",Amara,Kilimani,KiAm22167224,tap_in_home_broken,NULL,NULL
"166 Mlima Wa Matumaini Street",Mrembo,Kilimani,KiMr24807224,well,"Contaminated: Biological","Install UV and RO filter"
"43 Niger Drive",Rural,Akatsi,AkRu08734224,well,"Contaminated: Chemical","Install RO filter"
"6 Benghazi Boulevard",Rural,Amanzi,AmRu13845224,shared_tap,NULL,NULL
"151 Zanzibar Street",Rural,Kilimani,KiRu27001224,well,"Contaminated: Chemical","Install RO filter"
"106 Yvonne Chaka Street",Harare,Akatsi,AkHa00618224,well,"Contaminated: Biological","Install UV and RO filter"
"11 Asmara Boulevard",Rural,Akatsi,AkRu03154224,well,"Contaminated: Chemical","Install RO filter"
"18 Thomas Mapfumo Road",Marang,Sokoto,SoMa34579224,well,"Contaminated: Chemical","Install RO filter"
"159 Mwanza Street",Rural,Kilimani,KiRu25390224,well,"Contaminated: Chemical","Install RO filter"
"69 Okonjo-Iweala Street",Lusaka,Akatsi,AkLu02273224,well,"Contaminated: Chemical","Install RO filter"
"40 Paka Dangote Street",Rural,Sokoto,SoRu38008224,well,"Contaminated: Chemical","Install RO filter"
"91 Mombasa Road",Rural,Sokoto,SoRu35791224,river,NULL,"Drill well"
"141 Nadi Kijani Lane",Asmara,Amanzi,AmAs10622224,well,"Contaminated: Chemical","Install RO filter"
"162 Koinange Street",Rural,Akatsi,AkRu03539224,well,"Contaminated: Chemical","Install RO filter"
"72 Antananarivo Road",Rural,Akatsi,AkRu04579224,well,"Contaminated: Chemical","Install RO filter"
"90 Wole Soyinka Street",Rural,Akatsi,AkRu05559224,shared_tap,NULL,NULL
"121 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20472224,well,"Contaminated: Chemical","Install RO filter"
